uniqid,isocntry,d11,d70,sd18a,sd18b,d1,d7,d9a_1,d9a_2,d9a_3,d9a_4,d9a_5,d9a_6,d9a_7,d9a_8,d9a_9,d9a_10,d9a_11,d9a_12,d9a_13,d10,d25,d40b_r,d63
20001847,AT,89,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The upper middle class of society
20001848,AT,62,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 6,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001849,AT,49,Not very satisfied,Not very satisfied,Fairly satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Small/middle town,None,The working class of society
20001850,AT,45,Very satisfied,Fairly satisfied,Very satisfied,Box 4,Single liv w partner: childr this union,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Master or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001851,AT,36,Very satisfied,Fairly satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001852,AT,39,Fairly satisfied,Fairly satisfied,Not at all satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001853,AT,32,Fairly satisfied,Very satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001854,AT,47,Very satisfied,Fairly satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001855,AT,43,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001856,AT,52,Not very satisfied,Fairly satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001857,AT,57,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001858,AT,58,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001859,AT,29,Fairly satisfied,Very satisfied,Not very satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001860,AT,25,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001861,AT,47,Fairly satisfied,Fairly satisfied,Very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001862,AT,52,Not very satisfied,Very satisfied,Very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001863,AT,44,Not very satisfied,Very satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001864,AT,51,Not at all satisfied,Fairly satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001865,AT,25,Not very satisfied,Very satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001866,AT,21,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001867,AT,40,Fairly satisfied,Very satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001868,AT,46,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001869,AT,59,Not very satisfied,Fairly satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001870,AT,41,Not very satisfied,Very satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001871,AT,22,Not very satisfied,Very satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001872,AT,25,Not very satisfied,Fairly satisfied,Very satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001873,AT,30,Fairly satisfied,Very satisfied,Not very satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001874,AT,26,Not at all satisfied,Fairly satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001875,AT,24,Not at all satisfied,Fairly satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001876,AT,60,Fairly satisfied,Very satisfied,Not very satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001877,AT,55,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001878,AT,42,Fairly satisfied,Very satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001879,AT,22,Fairly satisfied,Very satisfied,Fairly satisfied,Box 4,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001880,AT,25,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001881,AT,59,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001882,AT,21,Fairly satisfied,Very satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001883,AT,40,Not at all satisfied,Fairly satisfied,Not very satisfied,Box 2,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001884,AT,24,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001885,AT,27,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001886,AT,44,Fairly satisfied,Very satisfied,Fairly satisfied,Box 4,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001887,AT,51,Not very satisfied,Fairly satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001888,AT,50,Fairly satisfied,Very satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001889,AT,29,Very satisfied,Fairly satisfied,Not very satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001890,AT,34,Not very satisfied,Very satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001891,AT,68,Fairly satisfied,Not at all satisfied,Not at all satisfied,Box 5,Widow: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The lower middle class of society
20001892,AT,70,Fairly satisfied,Not at all satisfied,Not at all satisfied,Box 7,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001893,AT,60,Fairly satisfied,Not at all satisfied,Not at all satisfied,Box 7,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001894,AT,62,Fairly satisfied,Very satisfied,Not at all satisfied,Box 3,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001895,AT,26,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 5,Single liv w partner: childr this union,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,One,The working class of society
20001896,AT,31,Fairly satisfied,Not very satisfied,Not very satisfied,Box 5,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,One,The middle class of society
20001897,AT,47,Very satisfied,Not very satisfied,Not very satisfied,Box 6,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001898,AT,41,Very satisfied,Fairly satisfied,Fairly satisfied,Box 6,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,Two,The upper middle class of society
20001899,AT,19,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 3,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Small/middle town,None,The middle class of society
20001900,AT,62,Very satisfied,Very satisfied,Fairly satisfied,Box 3,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001901,AT,17,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 6,Single: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Small/middle town,None,The upper middle class of society
20001902,AT,51,Not very satisfied,Very satisfied,Fairly satisfied,Box 2,Single liv w partner: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001903,AT,52,Fairly satisfied,Not at all satisfied,Not at all satisfied,Box 7,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001904,AT,33,Fairly satisfied,Not at all satisfied,Not at all satisfied,Box 8,(Re-)Married: children this marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Master or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,One,The upper middle class of society
20001905,AT,34,Not very satisfied,Fairly satisfied,Fairly satisfied,Box 1 - left,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Master or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001906,AT,77,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001907,AT,49,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 6,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Small/middle town,None,The middle class of society
20001908,AT,77,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001909,AT,72,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
20001910,AT,70,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Small/middle town,None,The middle class of society
20001911,AT,81,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Widow: without children,Not mentioned,Not mentioned,Lower secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The lower middle class of society
20001912,AT,77,Not very satisfied,Not very satisfied,Not very satisfied,Box 5,Divorced/Separated: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The working class of society
20001913,AT,37,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 4,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001914,AT,22,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001915,AT,67,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Short-cycle tertiary,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001916,AT,74,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Single: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001917,AT,25,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001918,AT,39,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Upper secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001919,AT,81,Fairly satisfied,Fairly satisfied,Fairly satisfied,Box 5,Widow: without children,Not mentioned,Not mentioned,Lower secondary education,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Rural area or village,None,The middle class of society
20001920,AT,30,Fairly satisfied,Very satisfied,Fairly satisfied,Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Rural area or village,None,The middle class of society
20001921,AT,80,Very satisfied,Fairly satisfied,Don't know (SPONTANEOUS),Box 5,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001922,AT,69,Fairly satisfied,Not very satisfied,Not very satisfied,Refusal (SPONT.),(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Master or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001923,AT,44,Very satisfied,Not at all satisfied,Not at all satisfied,DK (SPONT.),(Re-)Married: children this/prev marriage,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,Two,The middle class of society
20001924,AT,33,Very satisfied,Not at all satisfied,Not at all satisfied,DK (SPONT.),Single liv w partner: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Master or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Woman,Large town,None,The middle class of society
20001925,AT,29,Very satisfied,Not at all satisfied,Not at all satisfied,DK (SPONT.),Single: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Bachelor or equivalent,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Large town,None,The middle class of society
20001926,AT,87,Fairly satisfied,Fairly satisfied,Not very satisfied,Box 6,(Re-)Married: without children,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Post-secondary non tertiary (including pre-vocational or vocational education),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Man,Small/middle town,None,The middle class of society
